CompoundID,InChIKey,SMILES,logS,logP,MW
B-1223,IHPDTPWNFBQHEB-UHFFFAOYSA-N,OC(C(O)c1ccccc1)c2ccccc2,-1.933,2.4536,214.264
B-1225,FOYHNROGBXVLLX-UHFFFAOYSA-N,CCc1cccc(CC)c1N,-2.3478,2.3936,149.237
B-1226,APSMUYYLXZULMS-UHFFFAOYSA-N,Brc1ccc2ccccc2c1,-4.4001,3.6023,207.07
B-1227,IQQDNMHUOLMLNJ-UHFFFAOYSA-N,Oc1cnc2ccccc2c1,-2.3925,1.9404,145.161
B-1228,XCRPPAPDRUBKRJ-UHFFFAOYSA-N,[O-]c1ccc2ccc[nH+]c2c1,-2.5038,0.7275,145.161
B-1229,QHXDTLYEHWXDSO-UHFFFAOYSA-N,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4112,2.2174,257.769
B-1230,SOPPBXUYQGUQHE-JTQLQIEISA-N,C1N[C@@H](CC=C1)c2cccnc2,0.7953,1.6722,160.22
B-1231,VEKIYFGCEAJDDT-UHFFFAOYSA-N,c1ccc(nc1)c2cccnc2,-0.5916,2.1436,156.188
B-1232,VABISHCLVYMGAU-UHFFFAOYSA-N,S=C1Nc2cncnc2N1,-2.5243,1.01549,152.182
B-1233,IRXRGVFLQOSHOH-UHFFFAOYSA-L,[K+].[K+].[O-]C(=O)C([O-])=O,0.1773,-9.5058,166.214
B-1236,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,-4.8179,4.002,302.414
B-1237,LUSWEUMSEVLFEQ-REOHCLBHSA-N,C[C@H](NC(N)=O)C(O)=O,-0.7845,-0.8722,132.119
B-1238,CYEKUDPFXBLGHH-UHFFFAOYSA-N,CC(C)(C)c1cccc(O)c1,-1.8614,2.6897,150.221
B-1239,FWIROFMBWVMWLB-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(Br)c1,-1.3054,2.3573,202.007
B-1240,GTZCVFVGUGFEME-HNQUOIGGSA-N,OC(=O)C\C(=C/C(O)=O)C(O)=O,0.3612,-0.4433,174.108
B-1241,VQHSOMBJVWLPSR-UHFFFAOYSA-N,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.2872,-5.7612,344.313
B-1242,DLRVVLDZNNYCBX-UHFFFAOYSA-N,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,0.4656,-5.3972,342.297
B-1243,UEMBNLWZFIWQFL-UHFFFAOYSA-N,Oc1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-1.663,1.2086,184.107
B-1244,QPBGNSFASPVGTP-UHFFFAOYSA-N,OC(=O)c1ccc(C(O)=O)c(Br)c1,-2.1339,1.8455,245.028
B-1246,PTMBWNZJOQBTBK-UHFFFAOYSA-N,OCc1ccncc1,0.9621,0.5739,109.128
B-1247,JMNCUXPHXKHBPY-UHFFFAOYSA-N,NC(=O)OC(CCl)CCl,-1.3605,0.9279,172.011
B-1248,JJCKHVUTVOPLBV-UHFFFAOYSA-N,Cc1cccc(CO)c1,-0.388,1.48732,122.167
B-1249,LXWGIMHMQOCPCR-UHFFFAOYSA-N,OC(=O)COc1cc(Cl)cc(Cl)c1,-2.3617,2.4568,221.039
B-1250,XSBUXVWJQVTYLC-UHFFFAOYSA-N,OC(=O)COc1cccc(Cl)c1,-2.1954,1.8034,186.594
B-1251,PJANXHGTPQOBST-VAWYXSNFSA-N,c1ccc(cc1)\C=C\c2ccccc2,-5.7905,3.857,180.25
B-1252,BWVAOONFBYYRHY-UHFFFAOYSA-N,OCc1ccc(CO)cc1,-0.3861,0.6712,138.166
B-1253,VLJXXKKOSFGPHI-UHFFFAOYSA-N,CCCC(C)CC,-4.3063,2.8326,100.205
B-1255,PFCHFHIRKBAQGU-UHFFFAOYSA-N,CCCC(=O)CC,-0.8334,1.7656,100.161
B-1256,LAIUFBWHERIJIH-UHFFFAOYSA-N,CCCCC(C)CC,-5.1591,3.2227,114.232
B-1258,QRMPKOFEUHIBNM-UHFFFAOYSA-N,CC1CCC(C)CC1,-4.4657,2.8326,112.216
B-1259,BTMVHUNTONAYDX-UHFFFAOYSA-N,CCCCOC(=O)CC,-1.9385,1.7397,130.187
B-1260,CVOGMKGEVNGRSK-UPHRSURJSA-N,I\C=C/I,-2.7813,2.3276,279.846
B-1262,WFIZEGIEIOHZCP-UHFFFAOYSA-M,[K+].[O-]C=O,0.9288,-4.6299,84.115
B-1263,CXOWYJMDMMMMJO-UHFFFAOYSA-N,CCCC(C)(C)C,-4.3575,2.8326,100.205
B-1264,WFRBDWRZVBPBDO-UHFFFAOYSA-N,CCCC(C)(C)O,-0.4988,1.5574,102.177
B-1265,XXRMYXBSBOVVBH-UHFFFAOYSA-N,[Cl-].CC(C[N+](C)(C)C)OC(N)=O,0.5021,-2.8196,196.678
B-1266,FLTJDUOFAQWHDF-UHFFFAOYSA-N,CCCCC(C)(C)C,-5.7568,3.2227,114.232
B-1268,IATXFPUBPMZBPH-UHFFFAOYSA-N,NC(N)=NC(N)=O.NC(N)=NC(N)=O.O[S](O)(=O)=O,-0.7814,-3.9758,302.273
B-1269,UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,-1.8738,1.7656,112.172
B-1270,CTMHWPIWNRWQEG-UHFFFAOYSA-N,CC1=CCCCC1,-3.2671,2.5067,96.173
B-1271,GXDHCNNESPLIKD-UHFFFAOYSA-N,CCCCC(C)C,-4.5961,2.8326,100.205
B-1272,FWZUNOYOVVKUNF-UHFFFAOYSA-N,CC(=O)OCC=C,-0.5534,0.7355,100.117
B-1273,YTKRILODNOEEPX-NSCUHMNNSA-N,C/C=C/CCl,-1.9569,1.8013,90.553
B-1274,OTTZHAVKAVGASB-HWKANZROSA-N,CCCC\C=C\C,-3.816,2.7527,98.189
B-1275,NMJJFJNHVMGPGM-UHFFFAOYSA-N,CCCCOC=O,-1.1307,0.9595,102.133
B-1277,XWCDCDSDNJVCLO-UHFFFAOYSA-N,FCCl,-0.8202,1.1522,68.478
B-1278,RVIXKDRPFPUUOO-UHFFFAOYSA-N,C[Se]C,-0.6502,0.7868,109.03
B-1280,ORCCSQMJUGMAQU-UHFFFAOYSA-N,NC(=O)C(Br)(Br)Br,-1.2668,1.3102,295.756
B-1282,UPQQXPKAYZYUKO-UHFFFAOYSA-N,NC(=O)C(Cl)(Cl)Cl,-1.0966,0.8419,162.403
B-1283,OQOGEOLRYAOSKO-UHFFFAOYSA-N,CC(Cl)(Cl)[N+]([O-])=O,-1.7603,1.4144,143.957
B-1284,RFZHJHSNHYIRNE-UHFFFAOYSA-N,CCC(C)(O)C(C)C,-0.8504,1.8034,116.204
B-1285,DNYOTMDPSXBJRJ-UHFFFAOYSA-N,CCC(Cl)(Cl)[N+]([O-])=O,-1.4996,1.8045,157.984
B-1286,YADISKICBOYXFS-UHFFFAOYSA-N,CCC(CO)(CO)[N+]([O-])=O,0.8264,-0.6035,149.146
B-1287,JJMOMMLADQPZNY-UHFFFAOYSA-N,CC(C)(CO)C=O,-0.3279,0.2038,102.133
B-1288,UZHWBXUQTDSMGJ-UHFFFAOYSA-N,CC(O)(CCl)CCl,-0.1822,1.215,143.013
B-1290,OUHCZCFQVONTOC-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)(COC(C)=O)COC(C)=O,-1.5686,0.2252,304.295
B-1292,IQXKGRKRIRMQCQ-UHFFFAOYSA-N,CCCC(C)(O)CCC,-1.5867,2.3376,130.231
B-1294,VVHFXJOCUKBZFS-UHFFFAOYSA-N,CC1(CCl)CO1,-0.5504,1.0141,106.552
B-1295,DVTKTUMRXCKEEG-UHFFFAOYSA-N,ClC(Br)CBr,-2.5546,2.3411,222.307
B-1297,RMGHERXMTMUMMV-UHFFFAOYSA-N,COC(C)C,-0.057,1.0412,74.123
B-1298,YUIKPESWSMJSMP-UHFFFAOYSA-N,NC(=O)C(Br)Br,-1.0574,0.5876,216.86
B-1299,GRSQYISVQKPZCW-UHFFFAOYSA-N,CC(Cl)C(Cl)Cl,-1.8898,2.4174,147.432
B-1300,GAWAYYRQGQZKCR-UHFFFAOYSA-N,CC(Cl)C(O)=O,0.9645,0.6983,108.524
B-1302,LPIWIOBGUAPNQW-UHFFFAOYSA-N,CC(Cl)[N+]([O-])=O,-1.4374,0.8479,109.512
B-1303,WBKWVLAHWVFXKM-UHFFFAOYSA-N,Cc1ccc(cc1)[S](=O)(=O)Oc2ccccc2C,-3.9417,3.07114,262.33
B-1304,CGCJBAIEQANINV-UHFFFAOYSA-N,CCOC(OCC)C(Cl)(Cl)Cl,-1.6464,2.7557,221.511
B-1305,XEKUXTMJEFPWCG-UHFFFAOYSA-N,CCC(Cl)[N+]([O-])=O,-1.1887,1.238,123.539
B-1306,BAYAKMPRFGNNFW-UHFFFAOYSA-N,CC(C)C(O)C(C)C,-1.2201,1.6593,116.204
B-1307,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,0.7315,0.1818,132.115
B-1308,CUARLQDWYSRQDF-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2CCc3cccc1c23,-5.3403,2.8466,199.209
B-1309,RZMMKKHHNDGXPD-UHFFFAOYSA-N,OC(=O)c1c(Br)c(O)c(O)c(O)c1Br,-0.4188,2.0266,327.912
B-1310,YYGJRRYSYLLCQH-UHFFFAOYSA-N,Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-2.0434,1.42522,243.131
B-1311,KYHQZNGJUGFTGR-UHFFFAOYSA-N,CC(O)Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0.623,-1.1855,238.247
B-1312,KFIRODWJCYBBHY-UHFFFAOYSA-N,OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,-1.0214,0.9912,211.129
B-1313,FYEHYMARPSSOBO-UHFFFAOYSA-N,Oc1ccc(cc1)C(c2ccc(O)cc2)=C3C=CC(=O)C=C3,-2.3837,3.5948,290.318
B-1314,CGWFVEFHQWJOKI-UHFFFAOYSA-N,CCOC(=O)c1ccccc1C(=O)c2ccccc2,-3.4053,3.0943,254.285
B-1315,GCDBEYOJCZLKMC-UHFFFAOYSA-N,Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.3093,2.1676,224.215
B-1316,NQSMEZJWJJVYOI-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)c2ccccc2,-3.4776,2.7042,240.258
B-1317,COWHVSLHGUONGN-UHFFFAOYSA-N,[O-][N+](=O)c1cc2C(=O)NC(=O)Nc2c(c1)[N+]([O-])=O,-3.2057,0.0328,252.142
B-1318,QYEMNJMSULGQRD-UHFFFAOYSA-N,CN1C(=O)C=Cc2ccccc12,-1.0466,1.5385,159.188
B-1319,NWINIEGDLHHNLH-UHFFFAOYSA-N,CC1=CC(=O)c2ccccc2N1,-1.2019,1.83652,159.188
B-1320,GMVJKSNPLYBFSO-UHFFFAOYSA-N,Brc1cccc(Br)c1Br,-5.0402,3.9741,314.802
B-1322,DSLZVSRJTYRBFB-YCAKELIYSA-N,O[C@H]([C@H](O)[C@H](O)C(O)=O)[C@H](O)C(O)=O,0.1999,-3.4008,210.138
B-1324,DBKKFIIYQGGHJO-UHFFFAOYSA-N,CCOC(=O)C(=O)C(=O)OCC,0.5117,-0.3183,174.152
B-1325,MHIHRIPETCJEMQ-UHFFFAOYSA-N,CCC(CO)[N+]([O-])=O,-0.3436,0.034,119.12
B-1326,LYPMXMBQPXPNIQ-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)cc1[N+]([O-])=O,-4.0876,2.6072,208
B-1327,YOEUNKPREOJHBW-UHFFFAOYSA-N,OC(=O)c1cccc(C=O)c1O,-2.4423,0.9029,166.132
B-1328,ZIIGSRYPZWDGBT-UHFFFAOYSA-N,OC(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-1.0665,1.2012,212.117
B-1329,KZNJSFHJUQDYHE-UHFFFAOYSA-N,Cc1cccc2cc3ccccc3cc12,-5.8541,4.30142,192.261
B-1330,RNWGZXAHUPFXLL-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2COC(=O)c2c1,-2.6511,1.2652,179.131
B-1333,XMUZQOKACOLCSS-UHFFFAOYSA-N,OCc1ccccc1CO,0.0569,0.6712,138.166
B-1334,MGMNPSAERQZUIM-UHFFFAOYSA-N,OCc1ccccc1C(O)=O,-1.5508,0.8771,152.149
B-1335,PXWYZLWEKCMTEZ-UHFFFAOYSA-N,CCc1ccccc1[N+]([O-])=O,-2.7993,2.1572,151.165
B-1336,BWRBVBFLFQKBPT-UHFFFAOYSA-N,OCc1ccccc1[N+]([O-])=O,-1.4861,1.0871,153.137
B-1337,YCSBALJAGZKWFF-UHFFFAOYSA-N,Nc1ccc2cc3ccccc3cc2c1,-5.1722,3.5752,193.249
B-1338,XBLVHTDFJBKJLG-UHFFFAOYSA-N,CCOC(=O)c1cccnc1,-0.4313,1.2583,151.165
B-1339,MPEOPBCQHNWNFB-UHFFFAOYSA-N,Clc1ccccc1I,-3.54,2.9446,238.455
B-1341,CAUBWLYZCDDYEF-UHFFFAOYSA-N,CCOC(=O)N(C)N=O,-0.5528,0.7561,132.119
B-1342,FWAJPSIPOULHHH-UHFFFAOYSA-N,Brc1ccc(Br)c(Br)c1,-4.808,3.9741,314.802
B-1343,LRQKBLKVPFOOQJ-UHFFFAOYSA-N,CCCCC(N)C(O)=O,-1.0453,0.5885,131.175
B-1344,CXQSCYIVCSCSES-UHFFFAOYSA-N,CCC(Cl)CC,-2.6307,2.4138,106.596
B-1345,VHVMXWZXFBOANQ-UHFFFAOYSA-N,CCC(O)C=C,0.0193,0.9433,86.134
B-1346,HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1CCCN1,1.07,-0.1036,85.106
B-1348,VQDJODAWOFNASI-UHFFFAOYSA-N,CCCC(C(O)=O)C(O)=O,0.6803,0.5719,146.142
B-1349,MBXIRNHACKAGPA-UHFFFAOYSA-N,Oc1cc(O)c(cc1[N+]([O-])=O)[N+]([O-])=O,-3.4086,0.9142,200.106
B-1350,UTCFOFWMEPQCSR-UHFFFAOYSA-N,OC(=O)c1cc(C=O)ccc1O,-2.6354,0.9029,166.132
B-1351,LAWHHRXCBUNWFI-UHFFFAOYSA-N,CCCCCC(C(O)=O)C(O)=O,0.5921,1.3521,174.196
B-1352,RGRUUTLDBCWYBL-UHFFFAOYSA-N,CCCC(O)C(C)C,-1.3093,1.8034,116.204
B-1357,SOKSKPNEBIDBOU-UHFFFAOYSA-N,CN(C)c1cccc(c1)[S](O)(=O)=O,0.2983,0.9993,201.247
B-1358,NNTBDUTXMIMRKK-UHFFFAOYSA-M,[O-]C(=O)c1oc(Cl)cc1,-1.7188,0.2965,145.521
B-1359,BGOFCVIGEYGEOF-UJPOAAIJSA-N,OC[C@H]1O[C@@H](Oc2ccccc2C=O)[C@H](O)[C@@H](O)[C@@H]1O,-1.1985,-1.3222,284.264
B-1360,OPVAJFQBSDUNQA-UHFFFAOYSA-M,Cc1ccc(cc1C)C([O-])=O,-3.0653,0.66694,149.169
B-1361,CWNPOQFCIIFQDM-UHFFFAOYSA-N,OCc1cccc(c1)[N+]([O-])=O,-2.4142,1.0871,153.137
B-1362,ADCUEPOHPCPMCE-UHFFFAOYSA-N,OC(=O)c1ccc(cc1)C#N,-2.0885,1.25648,147.133
B-1363,JKTYGPATCNUWKN-UHFFFAOYSA-N,OCc1ccc(cc1)[N+]([O-])=O,-1.8841,1.0871,153.137
B-1364,YDIYEOMDOWUDTJ-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(O)=O,-3.3979,1.4508,165.192
B-1365,OKVJCVWFVRATSG-UHFFFAOYSA-N,OCc1cccc(O)c1,-0.2678,0.8845,124.139
B-1366,XCTQPMCULSZKLT-UHFFFAOYSA-N,O=C(CC#N)Nc1ccccc1,-2.7275,1.53878,160.176
B-1367,FVMDYYGIDFPZAX-UHFFFAOYSA-N,OC(=O)Cc1cccc(O)c1,0.8177,1.0193,152.149
B-1368,OOHAUGDGCWURIT-UHFFFAOYSA-N,CCCCCN(CCCCC)CCCCC,-4.0326,4.859,227.436
B-1369,ABQKHKWXTUVKGF-UHFFFAOYSA-N,Cc1ccc(cc1)N=C=S,-4.7213,2.72932,149.218
B-1370,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,Cc1ccc(C=C)cc1,-3.1232,2.63802,118.179
B-1371,BVJSUAQZOZWCKN-UHFFFAOYSA-N,OCc1ccc(O)cc1,-1.2678,0.8845,124.139
B-1373,KUCOHFSKRZZVRO-UHFFFAOYSA-N,O=Cc1ccc(C=O)cc1,-2.8265,1.3116,134.134
B-1374,UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,-0.8331,0.9595,102.133
B-1375,MLHOXUWWKVQEJB-UHFFFAOYSA-N,CC(COC(C)=O)OC(C)=O,-0.2046,0.5011,160.169
B-1376,UVRXDBUBNLXONB-UHFFFAOYSA-N,CCOCCOC(=O)CCCCCCCCC(=O)OCCOCC,-3.1972,3.2666,346.464
B-1377,CQMYCPZZIPXILQ-UHFFFAOYSA-N,CCOC(=O)CCCCCCCC(=O)OCC,-2.99,2.8433,244.331
B-1378,HNBDRPTVWVGKBR-UHFFFAOYSA-N,CCCCC(=O)OC,-1.3606,1.3496,116.16
B-1379,LFMWZTSOMGDDJU-UHFFFAOYSA-N,Ic1ccc(I)cc1,-5.3723,2.8958,329.906
B-1381,GYSCXPVAKHVAAY-UHFFFAOYSA-N,CCCCCCC(O)CC,-2.6608,2.7277,144.258
B-1383,GBBZLMLLFVFKJM-UHFFFAOYSA-N,ICCI,-3.2196,1.8564,281.862
B-1384,DUXCSEISVMREAX-UHFFFAOYSA-N,CC(C)(C)CCO,-1.1308,1.4149,102.177
B-1385,FMLSQAUAAGVTJO-UHFFFAOYSA-N,CC(C)CC(C)(C)O,-0.9307,1.8034,116.204
B-1386,OVUWGANMOQIFHZ-UHFFFAOYSA-N,CCC(C)(C)NC(N)=O,-1.0142,0.8433,130.191
B-1387,KRIMXCDMVRMCTC-UHFFFAOYSA-N,CCCCC(C)(C)O,-1.0784,1.9475,116.204
B-1388,ACBMYYVZWKYLIP-UHFFFAOYSA-N,CCCCCC(C)(C)O,-1.7168,2.3376,130.231
B-1390,ZYVYEJXMYBUCMN-UHFFFAOYSA-N,COCC(C)C,-0.9007,1.2888,88.15
B-1391,RMIODHQZRUFFFF-UHFFFAOYSA-N,COCC(O)=O,1.0454,-0.2826,90.078
B-1392,KIPMDPDAFINLIV-UHFFFAOYSA-N,OCC[N+]([O-])=O,1.0406,-0.7446,91.066
B-1393,XSJVWZAETSBXKU-UHFFFAOYSA-N,CCOC(C)C,-0.5607,1.4313,88.15
B-1394,RMOUBSOVHSONPZ-UHFFFAOYSA-N,CC(C)OC=O,-0.6301,0.5678,88.106
B-1395,JMLWXCJXOYDXRN-UHFFFAOYSA-N,Clc1cccc(I)c1,-3.55,2.9446,238.455
B-1397,ZEZJPIDPVXJEME-UHFFFAOYSA-N,OC1=CC(=O)C=CN1,-1.2498,0.0805,111.1
B-1398,YWMLORGQOFONNT-UHFFFAOYSA-N,OCc1cccc(CO)c1,-0.2328,0.6712,138.166
B-1399,SHVCSCWHWMSGTE-UHFFFAOYSA-N,CC1=CC(=O)NC(=O)N1,-1.2557,-0.62838,126.115
B-1400,GCNTZFIIOFTKIY-UHFFFAOYSA-N,O=C1C=CNC=C1,1.0218,0.3749,95.101
B-1401,ARRCKRNGGJHASO-UHFFFAOYSA-N,CC(C)CCOCC(O)COCCC(C)C,-1.3662,2.4727,232.364
B-1402,UZNLHJCCGYKCIL-UHFFFAOYSA-N,CCOC(=O)CCCCC(O)=O,-0.3602,1.1945,174.196
B-1403,PCWGTDULNUVNBN-UHFFFAOYSA-N,CC(C)CCCO,-1.1286,1.4149,102.177
B-1404,YIYBQIKDCADOSF-ARJAWSKDSA-N,CC\C=C/C(O)=O,-0.2019,1.0372,100.117
B-1405,JIEJJGMNDWIGBJ-UHFFFAOYSA-N,CCCOC(C)C,-1.3373,1.8214,102.177
B-1406,JNTOKFNBDFMTIV-UHFFFAOYSA-N,CCCO[N+]([O-])=O,-1.5044,0.6047,105.093
B-1407,RQFUZUMFPRMVDX-UHFFFAOYSA-N,OCCCBr,0.0093,0.7637,138.992
B-1409,LAMUXTNQCICZQX-UHFFFAOYSA-N,OCCCCl,0.4223,0.6076,94.541
B-1410,XTIGGAHUZJWQMD-UHFFFAOYSA-N,COCCCl,-0.0725,0.8716,94.541
B-1411,ZDVJGWXFXGJSIU-UHFFFAOYSA-N,CC(C)CCC(C)O,-1.375,1.8034,116.204
B-1412,AIOHBDYXYKMBIF-UHFFFAOYSA-N,CC(C)CCOCC(O)CO,-1.2101,0.4023,162.229
B-1413,UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,-1.4629,0.8928,174.196
B-1414,CXBDYQVECUFKRK-UHFFFAOYSA-N,CCCCOC,-0.9907,1.4329,88.15
B-1415,NVJUHMXYKCUMQA-UHFFFAOYSA-N,CCCOCC,-0.6806,1.4329,88.15
B-1416,PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O,-1.8841,1.7397,130.187
B-1417,DSVGICPKBRQDDX-UHFFFAOYSA-N,CC(=O)OCCCOC(C)=O,-0.2046,0.5027,160.169
B-1418,YVXHZKKCZYLQOP-UHFFFAOYSA-N,CCCCCC#C,-3.0099,2.1999,96.173
B-1420,UMIPWJGWASORKV-UHFFFAOYSA-N,CCCCCCC#C,-3.662,2.59,110.2
B-1421,IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,-7.5936,5.3173,184.367
B-1423,YCOZIPAWZNQLMR-UHFFFAOYSA-N,CCCCCCCCCCCCCCC,-9.4464,6.0975,212.421
B-1424,REIUXOLGHVXAEO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCO,-6.3476,5.0699,228.42
B-1425,HMSWAIKSFDFLKN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.3339,10.3886,366.718
B-1426,YDLYQMBWCWFRAI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746,14.2896,506.988
B-1427,QVLAWKAXOMEXPM-UHFFFAOYSA-N,ClCC(Cl)(Cl)Cl,-2.1955,2.5954,167.85
B-1429,SIEILFNCEFEENQ-UHFFFAOYSA-N,OC(=O)C(Br)Br,0.9861,1.1869,217.844
B-1430,JVYKJZPZFIUYAB-UHFFFAOYSA-N,Cc1cc(N[S](=O)(=O)c2ccc(N)cc2)sn1,-1.0762,1.83452,269.351
B-1432,AVQQQNCBBIEMEU-UHFFFAOYSA-N,CN(C)C(=O)N(C)C,0.9349,0.2296,116.164
B-1433,WZHHYIOUKQNLQM-UHFFFAOYSA-N,OC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(O)=O,-1.9264,3.6966,303.912
B-1434,BPYKTIZUTYGOLE-IFADSCNNSA-N,CC1=C(C=C)/C(NC1=O)=C/c2[nH]c(Cc3[nH]c(\C=C\4NC(=O)C(=C4C)C=C)c(C)c3CCC(O)=O)c(CCC(O)=O)c2C,-4.8127,4.53124,584.673
B-1435,HSSLDCABUXLXKM-UHFFFAOYSA-N,Oc1ccc2N=C3C=CC(=O)C=C3Oc2c1,-1.0277,1.9984,213.192
B-1436,ZLAQATDNGLKIEV-UHFFFAOYSA-N,CC1=CNC(=S)NC1=O,-2.4461,0.74091,142.183
B-1440,NMEZJSDUZQOPFE-UHFFFAOYSA-N,OC(=O)C1=CCCCC1,-1.2558,1.5714,126.155
B-1441,JSTCPNFNKICNNO-UHFFFAOYSA-N,Oc1ccc(cc1)N=O,-1.5462,1.7901,123.111
B-1442,IJMWOMHMDSDKGK-UHFFFAOYSA-N,CCC(=O)OC(C)C,-1.2906,1.348,116.16
B-1444,NUMQCACRALPSHD-UHFFFAOYSA-N,CCOC(C)(C)C,-0.9302,1.8214,102.177
B-1445,FBMVFHKKLDGLJA-UHFFFAOYSA-N,CC1NC(C)SC(C)S1,-1.3679,2.094,163.311
B-1446,UJQLDFMZDSDZEY-UHFFFAOYSA-N,CC(=O)NC(=O)NC(C)=O,-0.3137,-0.6214,144.13
B-1447,SZHOJFHSIKHZHA-UHFFFAOYSA-N,CCCCCCCCCCCCC(O)=O,-3.8126,4.382,214.349
B-1448,OPASCBHCTNRLRM-UHFFFAOYSA-N,CCSCCS[P](=S)(OC)OC,-3.0905,2.99,246.359
B-1449,FVTWJXMFYOXOKK-UHFFFAOYSA-N,NC(=O)CF,1.1132,-0.5588,77.058
B-1450,GHCZAUBVMUEKKP-GYPHWSFCSA-N,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.1546,3.5941,449.632
B-1451,PDAVOLCVHOKLEO-UHFFFAOYSA-N,CC(=O)OOC(=O)c1ccccc1,-2.4502,1.3215,180.159
B-1452,KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,-2.0276,2.3447,136.194
B-1454,MASBWURJQFFLOO-UHFFFAOYSA-N,NC1=NC(=O)N=C(N)N1,-3.2291,-1.6707,127.107
B-1456,WNXJIVFYUVYPPR-UHFFFAOYSA-N,C1COCO1,1.1303,-0.0093,74.079
B-1457,JJMDCOVWQOJGCB-UHFFFAOYSA-N,NCCCCC(O)=O,0.9313,0.2,117.148
B-1458,UKAUYVFTDYCKQA-VKHMYHEASA-N,N[C@@H](CCO)C(O)=O,0.924,-1.2193,119.12
B-1459,HKAMKLBXTLTVCN-UHFFFAOYSA-N,CCNc1nc(NCC)nc(OC)n1,-1.7898,0.7438,197.242
B-1460,GNOIPBMMFNIUFM-UHFFFAOYSA-N,CN(C)[P](=O)(N(C)C)N(C)C,0.7467,0.7793,179.204
B-1461,OICGFSUWXCJLCO-UHFFFAOYSA-N,CCS[S](=O)(=O)CC,-1.109,1.0892,154.256
B-1462,RJGHQTVXGKYATR-UHFFFAOYSA-L,CCCC[Sn](Cl)(Cl)CCCC,-3.5188,4.5064,303.849
B-1463,RJMDFMUPJANPGX-UHFFFAOYSA-N,ClC(Br)C(Cl)Br,-2.5644,2.906,256.752
B-1464,WCGGWVOVFQNRRS-UHFFFAOYSA-N,NC(=O)C(Cl)Cl,-0.2558,0.2754,127.958
B-1465,ZRKWMRDKSOPRRS-UHFFFAOYSA-N,CN(N=O)C(N)=O,-0.8548,-0.3217,103.081
B-1466,HFLAZFSCYHSMQS-LXGUWJNJSA-N,CCOC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0.1139,-2.625,251.235
B-1467,WFYPICNXBKQZGB-UHFFFAOYSA-N,C=CC#C,-1.4648,0.8056,52.076
B-1468,WSSSPWUEQFSQQG-UHFFFAOYSA-N,CC(C)CC=C,-3.2439,2.2185,84.162
B-1472,DVVGIUUJYPYENY-UHFFFAOYSA-N,CN1C=CC=CC1=O,0.9621,0.3853,109.128
B-1473,BDOLQESNFGCNSC-UHFFFAOYSA-N,O=[I](=O)c1ccccc1,-1.8416,2.0536,236.008
B-1474,FBGJJTQNZVNEQU-UHFFFAOYSA-N,CNc1cccc(C)c1,-2.05,2.03672,121.183
B-1476,XTCHLXABLZQNNN-UHFFFAOYSA-N,CCc1cc(C)cc(O)c1,-1.7696,2.26302,136.194
